web-scraper-order,web-scraper-start-url,single,single-href,title,price,discription,productdiscription,ASIN,manufacturer,rating,NumberofReviews
"1690355162-26","https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Fur Jaden Brown Leatherette Anti Theft Casual Laptop Backpack with 15.6 Inch Laptop Pocket","https://www.amazon.in/Fur-Jaden-Backpack-Trekking-BM38_Brown/dp/B07LBMV4NR/ref=sr_1_285?crid=2M096C61O4MLT&keywords=bags&qid=1690355089&sprefix=ba%2Caps%2C283&sr=8-285","Fur Jaden Brown Leatherette Anti Theft Casual Laptop Backpack with 15.6 Inch Laptop Pocket","1,769","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Brown colour backpack for men made of pu leather for stylish office use as well as for trendy college students. Huge compartment size that can fit upto a 14 inch laptop with ease. Multiple pockets for other accessories and water bottle  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Capacity: 22 liters; Weight: 850 grams; Dimensions: 30 cms x 17 cms x 42 cms (LxWxH). Laptop Compatibility: Upto 14 Inch Laptops  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Multiple Pockets: This incredible Fur Jaden backpack comes with multiple compartments so that you can keep all your essentials well-sorted. Besides the main compartment, it has strategically placed chambers on the flap and on the sides to hold your knickknacks, water bottles, and other belongings.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Warranty: 6 Month Manufacturer Warranty against manufacturing Defects  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Material - We use highest quality of artificial leather which is durable, long lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant however the Zips are not Waterproof. Inner fabric lining ensured to have a soft touch feel. We use quality zips and acessories that have a long life  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","Fur Jaden","Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028","","1,654 ratings"
"1690355167-27","https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Green)","https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_282?crid=2M096C61O4MLT&keywords=bags&qid=1690355089&sprefix=ba%2Caps%2C283&sr=8-282","ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Green)","599","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Material: Water Resistant Strong Polyester  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Compartments: 2 with padding  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Laptop Size: 15.6 inch and below  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Dimensions: LxWxH - 11 x 6 x 18 inches  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover  </span></li>  </ul>   <!-- Loading EDP related metadata -->","About The Item                                      High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.","B0BPVCBFM7","ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com","","263 ratings"
"1690355172-28","https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","ADISA 32L block laptop backpack office bag college travel back pack","https://www.amazon.in/ADISA-laptop-backpack-office-college/dp/B0C9WBM14V/ref=sr_1_281?crid=2M096C61O4MLT&keywords=bags&qid=1690355089&sprefix=ba%2Caps%2C283&sr=8-281","ADISA 32L block laptop backpack office bag college travel back pack","499","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Material: High Quality Polyester  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 2 large compartments and 1 easy-access pocket  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Laptop Size: 15.6 inch and below  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Dimensions: LxWxH - 12 x 5 x 18 inches  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Reflector Logo / Adjustable Padded Shoulder Straps / Bottle holders / Padded Top Handle  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B0C9WBM14V","ADISA","","3 ratings"
"1690355176-29","https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AmazonBasics Laptop Backpack - 24L, Water Repellent and Wear Resistant, Dark Grey","https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W49FSX1/ref=sr_1_280?crid=2M096C61O4MLT&keywords=bags&qid=1690355089&sprefix=ba%2Caps%2C283&sr=8-280","AmazonBasics Laptop Backpack - 24L, Water Repellent and Wear Resistant, Dark Grey","799","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> It has 2 compartments including 1 padded compartment for carrying a laptop up to 15.6 inches size easily and safely.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 2 separate small zipper compartments for extra storage&nbsp;and bottle pockets on both sides.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> The backpack's shoulder straps are adjustable, ensuring perfect fit.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Stylish look, ergonomic design, robust and made from durable, water repellent and wear resistant polyester material for long life.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Carry your laptop comfortably and stress-free with this Laptop Backpack.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Convenient and Versatile, suitable for various occasions.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Bag Volume, Weight and Size: 24L; 0.540 kg; 48 x 16.5 x 32 cm;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Colour: Melange Slub Grey  </span></li>  </ul>   <!-- Loading EDP related metadata -->
                 <span class=""caretnext"">›</span> <a id=""seeMoreDetailsLink"" class=""a-link-normal"" href=""#productDetails"">See more product details</a>","","","₹6,999.00","",""
"1690355182-30","https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Tinytot School Backpack College","https://www.amazon.in/Tinytot-School-Backpack-College-Standard/dp/B08B4T6HVR/ref=sr_1_279?crid=2M096C61O4MLT&keywords=bags&qid=1690355089&sprefix=ba%2Caps%2C283&sr=8-279","Tinytot School Backpack College","742","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> For Girls &amp; Women  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Material:100 % Fine Polyester Fabric  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Number of Compartment: 2  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Water Resistant  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Capacity: 26 Litre  </span></li>  </ul>   <!-- Loading EDP related metadata -->","Tinytot School Backpack- Made for your school needs                                      Keeps your belongings well organisedComfortable with transportErgonomic design with weight distribution in mindCarry them for longer duration without experiencing discomfortEasy to find your belongingsIncredibly convenient","B08B4T6HVR","₹1,999.00","","1,281 ratings"
"1690355187-31","https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","F Gear Firefly V2 Laptop Rucksack 40 Liters (Navy blue, Yellow) Sch Bag","https://www.amazon.in/Gear-Firefly-Laptop-Rucksack-Liters/dp/B074DWN7NS/ref=sr_1_278?crid=2M096C61O4MLT&keywords=bags&qid=1690355089&sprefix=ba%2Caps%2C283&sr=8-278","F Gear Firefly V2 Laptop Rucksack 40 Liters (Navy blue, Yellow) Sch Bag","1,749","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> 4 Pockets, 3 Compartments with 19 Inches Laptop Sleeve and 2 Bottle Holders  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Ice axe holder loop and Compression Straps Present  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Travel ID oragniser w. Chest belt, Hip belt and Finger Loops present.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Comes with the F Gear promise of quality.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Size(Hxlxw)Cm-(53x34x21)  </span></li>  </ul>   <!-- Loading EDP related metadata -->","F Gear Firefly V2 Laptop Rucksack                                       4 Pockets, 3 Compartments with 19 Inches Laptop Sleeve and 2 Bottle HoldersIce axe holder loop and Compression Straps PresentTravel ID oragniser w. Chest belt, Hip belt and Finger Loops present.Comes with the F Gear promise of quality.","Uber Fashion Merchandise Pvt. Ltd.","Unisex-adult","","126 ratings"
"1690355193-32","https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","DIVULGE Multi Utility Drawstring Bag (Black , 16 L)","https://www.amazon.in/DIVULGE-Drawstring-Bag-Sports-Utility/dp/B07PXTDBH4/ref=sr_1_277?crid=2M096C61O4MLT&keywords=bags&qid=1690355089&sprefix=ba%2Caps%2C283&sr=8-277","DIVULGE Multi Utility Drawstring Bag (Black , 16 L)","155","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Made with coated polyester fabric which makes the backpack Sturdy, durable and highly water resistant and The strings used are stretchable and of premium quality. &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Comes with side gussets, ensures extended storage space. &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Storage capacity up-to 16 litres.; Dimensions: Width - 12 inches &amp; Height - 18 inches. &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Closure type is Drawstring type Which Makes it to Store Things Quickly &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Pattern Name: Solid; Age Range Description: Adult &lt;br&gt;  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B07PXTDBH4","150 g","","1,141 ratings"
"1690355198-33","https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","POLESTAR Space 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty","https://www.amazon.in/POLESTAR-Navyorg-Casual-bagpack-Backpack/dp/B0844R2GMK/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1690355089&sprefix=ba%2Caps%2C283&sr=8-276","POLESTAR Space 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty","549","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> ?DIMENSIONS: 30 Cm x 23 Cm x 47 Cm, CAPACITY: 34 Litres; ?NUMBER OF COMPARTMENTS: 3 full size compartments, 1 front zippers &amp; 2 side pockets, LAPTOP COMPARTMENT: Padded laptop compartment with elasticated strap lock, LAPTOP SIZE: 13 to 15.6 inches&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> ?MATERIAL: Polyester, Water Resistant, COLOR: Navy Blue &amp; Orange&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> ?SPECIAL FEATURES: Ergonomic design, lightweight, padded breathable mesh back with adjustable S-Curved shoulder straps which protects the backbone and help to relieve stress on shoulders, smooth &amp; durable zippers, padded haul loop, 2 bottle/ umbrella easy access pockets, 1 front tiffin pocket, rain cover in the side pocket&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> ?CONSUMER: Suitable for men, women, students, boys &amp; girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Special Features: Bottle Holder; Style Name: Daypack Backpacks; Pattern Name: Solid; Compartment Description: Up To 15 Inches&lt;br&gt;  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","POLESTAR","₹2,599.00","","6,372 ratings"
"1690355203-34","https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Wildcraft 35 Ltrs Casual Backpack (11619-Blue)","https://www.amazon.in/Wildcraft-Typo_Blu-Casual-Backpack-11619-Typo_Blu/dp/B079DDV3JD/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1690355089&sprefix=ba%2Caps%2C283&sr=8-275","Wildcraft 35 Ltrs Casual Backpack (11619-Blue)","1,297","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Outer Material: Nylon, Color: Typo_Blu  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Capacity: 35 liters; Dimensions: 7.5 inches x 12.5 inches x 18.5 inches (LxWxH)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Number of compartments: 2  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Warranty type: Manufacturer; 5 years manufacturer warranty is non-transferable and valid for 5 years from the original date of purchase  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","Wildcraft","Wildcraft","","234 ratings"
"1690355211-35","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","PALAY BTS Kpop Bangtan Backpacks Daypack Laptop Bag for Girls School Bag Shoulder Bag with USB Charging Port BTS Kpop Accessories For Boy Women Gifts","https://www.amazon.in/Bangtan-Backpacks-Shoulder-Charging-Accessories/dp/B09K3TPJYL/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1690355199&sprefix=ba%2Caps%2C283&sr=8-276","PALAY BTS Kpop Bangtan Backpacks Daypack Laptop Bag for Girls School Bag Shoulder Bag with USB Charging Port BTS Kpop Accessories For Boy Women Gifts","1,685","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Size: 11.8'' x 5.9'' x 17.7'' / 30cm(L) x 15cm(W) x 45cm(H) Backpack with laptop protection compartment, can hold 15.6in laptop Weight: 0.65 kg&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Material:Backpack Made Of Durable And Practical High Quality Nylon Fabric,Package body neatly reinforced seams, fine workmanship, there will be no line drop phenomenon, Brand New And High Quality.; Backpack:Widdening thickening backpack belt, can prevent pressure defense. Shoulders,portable easy transformation.&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Lightweight backpack and Comfy shoulder pad design:and the 2 shoulder strip is filled with soft and comfy shoulder pad with mesh cover, reducing the sweaty and pressure on your shoulder, carrying it more comdortable.&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> The front pocket is suitable for small objects, beautiful and convenient, large-capacity loading, to meet all your needs, compact body, can meet all your requirements for work, school, travel&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Style Name: Daypack Backpacks; Strap Type: Shoulder Strap; Age Range Description: Kid&lt;br&gt;  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","AZXO2-1KJ9ZMA","1.00 count","","31 ratings"
"1690355215-36","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College","https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1690355199&sprefix=ba%2Caps%2C283&sr=8-275","Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College","719","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> ""Outer Material : Nylon Twill Colour : Sky blue The backpack is LIGHT WEIGHT yet strong enough to hold your supplies. The superior quality NYLON TWILL material lends a beautiful shine and soft feel to the backpack.""  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Dimensions (in cms): 34x14.5x40.5 Capacity: 20 Litres Weight: 400 grams Fully Lined for extra strength WATER RESISTANT : YES Warranty: 12 months manufacturer warranty  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> NUMBER OF COMPARTMENTS : 1 Spacious compartment to keep your essentials like textbooks, stationary, lunchbox etc. ONE SIDE POCKET : The backpack provides 1 exterior full fabric side pocket for holding water bottle,clipping pens or pencil or storing other items.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> LAPTOP COMPARTMENT to accommodate laptop upto 15.6 inches  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 1 FRONT POCKET :It comes handy in keeping boarding pass tickets, mobile phone, earphone, cards,cash etc.  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B08YF1XJXY","₹1,699.00","","1,134 ratings"
"1690355219-37","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814)","https://www.amazon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_274?crid=2M096C61O4MLT&keywords=bags&qid=1690355199&sprefix=ba%2Caps%2C283&sr=8-274","F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814)","895","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> 2-main zippered compartment, one inside sleeve for laptop, a front pocket with an organizer.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> One zippered front pocket, one mesh zippered pocket &amp; two mesh pockets on both sides.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Thick padding anti-sweat breathable air mesh &amp; adjustable padded shoulder straps.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> World’s best Japanese brand YKK zippers and sliders.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Comes with the F Gear promise of quality and durability.  </span></li>  </ul>   <!-- Loading EDP related metadata -->","PADDED BACK AND SHOULDER STRAP                                      The back straps and the back of the backpack are padded to give the user maximum support and it made with anti-sweat fabric, giving you the comfort throughout the day.","B097K6KD7W","₹2,380.00","","208 ratings"
"1690355224-38","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women","https://www.amazon.in/FUR-JADEN-Waterproof-Charging-BM25_Navy/dp/B07FMBQ891/ref=sr_1_273?crid=2M096C61O4MLT&keywords=bags&qid=1690355199&sprefix=ba%2Caps%2C283&sr=8-273","FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women","749","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> KEY FEATURES - Navy Colour Laptop Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. IMPORTANT NOTE: We do NOT provide Free Portable Charger with the Bag  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the sides of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Essence of Fur Jaden - We craft signature Laptop Backpacks and Casual Backpacks that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication. We strive to make thoughtful designs that are high on aesthetics as well as on utility and functionality.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> WARRANTY- 6 Month Manufacturer Warranty. 100% Genuine Fur Jaden Men products, 10 days No Question asked replacement guarantee from the date of delivery.  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","Fur Jaden","Unisex-adult","","6,159 ratings"
"1690355229-39","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Safari Polyester 24 Cms Travel Bag(KRYPTON17DFBLK_Black)","https://www.amazon.in/Safari-Polyester-Cms-Travel-KRYPTON17DFBLK_Black/dp/B097L3XJ38/ref=sr_1_272?crid=2M096C61O4MLT&keywords=bags&qid=1690355199&sprefix=ba%2Caps%2C283&sr=8-272","Safari Polyester 24 Cms Travel Bag(KRYPTON17DFBLK_Black)","699","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> SPACIOUS: This sturdy and trendy cabin friendly gym duffle comes with a 25L spacious main compartment to accommodate your clothes and other gym accessories.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> PREMIUM QUALITY MATERIAL: The bag is made out of durable, premium polyester material  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> EASY TO CARRY: The quick access front pocket makes your travel hassle free. Comes with dual handles and an adjustable shoulder strap.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> FEATURES: Spacious interior compartment, Dual handles, Sturdy design, Adjustable Shoulder strap, Front pockets for easy access, Circular shaped construction, Trendy look  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B097L3XJ38","Safari, Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838","","25 ratings"
"1690355234-40","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office","https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_271?crid=2M096C61O4MLT&keywords=bags&qid=1690355199&sprefix=ba%2Caps%2C283&sr=8-271","NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office","630","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B0BL3S5NC1","Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086","","841 ratings"
